総数,nan,nan,895771
東海道本線,nan,nan,282613
東淀川,nan,nan,4900
新大阪,nan,nan,26361
大阪,nan,nan,240511
塚本,nan,nan,10841
大阪環状線,nan,nan,358891
福島,nan,nan,14353
野田,nan,nan,7475
西九条,nan,nan,14525
弁天町,nan,nan,21325
大正,nan,nan,14574
芦原橋,nan,nan,4291
新今宮,nan,nan,44016
寺田町,nan,nan,10054
桃谷,nan,nan,11527
鶴橋,nan,nan,74615
玉造,nan,nan,11749
森ノ宮,nan,nan,17581
大阪城公園,nan,nan,5787
京橋,nan,nan,84552
桜ノ宮,nan,nan,11230
天満,nan,nan,11237
桜島線,nan,nan,17756
安治川口,nan,nan,9157
ﾕﾆﾊﾞｰｻﾙｼﾃｨ,nan,nan,3190
桜島,nan,nan,5409
片町線,nan,nan,14762
鴫野,nan,nan,5588
放出,nan,nan,9174
関西本線,nan,nan,125493
ＪＲ難波,nan,nan,17222
今宮,nan,nan,2216
天王寺,nan,nan,86411
東部市場前,nan,nan,4439
平野,nan,nan,7615
加美,nan,nan,7590
阪和線,nan,nan,23337
美章園,nan,nan,3460
南田辺,nan,nan,2885
鶴ケ丘,nan,nan,3033
長居,nan,nan,3324
我孫子町,nan,nan,4010
杉本町,nan,nan,6625
東西線,nan,nan,72919
大阪城北詰,nan,nan,2510
大阪天満宮,nan,nan,15130
北新地,nan,nan,31575
新福島,nan,nan,5161
海老江,nan,nan,6489
御幣島,nan,nan,7049
加島,nan,nan,5005
